W,0x00000000,0x00000001
W,0x00000e10,0x00000001
W,0x00001c20,0x00000000
W,0x00000004,0x00000002
W,0x00000e14,0x00000000
W,0x00001c24,0x00000000
W,0x00000008,0x00000003
W,0x00000e18,0x00000000
W,0x00001c28,0x00000000
W,0x0000000c,0x00000004
W,0x00000e1c,0x00000000
W,0x00001c2c,0x00000000
W,0x00000010,0x00000005
W,0x00000e20,0x00000000
W,0x00001c30,0x00000000
W,0x00000014,0x00000006
W,0x00000e24,0x00000000
W,0x00001c34,0x00000000
W,0x00000018,0x00000007
W,0x00000e28,0x00000000
W,0x00001c38,0x00000000
W,0x0000001c,0x00000008
W,0x00000e2c,0x00000000
W,0x00001c3c,0x00000000
W,0x00000020,0x00000009
W,0x00000e30,0x00000000
W,0x00001c40,0x00000000
W,0x00000024,0x0000000a
W,0x00000e34,0x00000000
W,0x00001c44,0x00000000
W,0x00000028,0x0000000b
W,0x00000e38,0x00000000
W,0x00001c48,0x00000000
W,0x0000002c,0x0000000c
W,0x00000e3c,0x00000000
W,0x00001c4c,0x00000000
W,0x00000030,0x0000000d
W,0x00000e40,0x00000000
W,0x00001c50,0x00000000
W,0x00000034,0x0000000e
W,0x00000e44,0x00000000
W,0x00001c54,0x00000000
W,0x00000038,0x0000000f
W,0x00000e48,0x00000000
W,0x00001c58,0x00000000
W,0x0000003c,0x00000010
W,0x00000e4c,0x00000000
W,0x00001c5c,0x00000000
W,0x00000040,0x00000011
W,0x00000e50,0x00000000
W,0x00001c60,0x00000000
W,0x00000044,0x00000012
W,0x00000e54,0x00000000
W,0x00001c64,0x00000000
W,0x00000048,0x00000013
W,0x00000e58,0x00000000
W,0x00001c68,0x00000000
W,0x0000004c,0x00000014
W,0x00000e5c,0x00000000
W,0x00001c6c,0x00000000
W,0x00000050,0x00000015
W,0x00000e60,0x00000000
W,0x00001c70,0x00000000
W,0x00000054,0x00000016
W,0x00000e64,0x00000000
W,0x00001c74,0x00000000
W,0x00000058,0x00000017
W,0x00000e68,0x00000000
W,0x00001c78,0x00000000
W,0x0000005c,0x00000018
W,0x00000e6c,0x00000000
W,0x00001c7c,0x00000000
W,0x00000060,0x00000019
W,0x00000e70,0x00000000
W,0x00001c80,0x00000000
W,0x00000064,0x0000001a
W,0x00000e74,0x00000000
W,0x00001c84,0x00000000
W,0x00000068,0x0000001b
W,0x00000e78,0x00000000
W,0x00001c88,0x00000000
W,0x0000006c,0x0000001c
W,0x00000e7c,0x00000000
W,0x00001c8c,0x00000000
W,0x00000070,0x0000001d
W,0x00000e80,0x00000000
W,0x00001c90,0x00000000
W,0x00000074,0x0000001e
W,0x00000e84,0x00000000
W,0x00001c94,0x00000000
W,0x00000078,0x0000001f
W,0x00000e88,0x00000000
W,0x00001c98,0x00000000
W,0x0000007c,0x00000020
W,0x00000e8c,0x00000001
W,0x00001c9c,0x00000000
W,0x00000080,0x00000021
W,0x00000e90,0x00000000
W,0x00001ca0,0x00000000
W,0x00000084,0x00000022
W,0x00000e94,0x00000000
W,0x00001ca4,0x00000000
W,0x00000088,0x00000023
W,0x00000e98,0x00000000
W,0x00001ca8,0x00000000
W,0x0000008c,0x00000024
W,0x00000e9c,0x00000000
W,0x00001cac,0x00000000
W,0x00000090,0x00000025
W,0x00000ea0,0x00000000
W,0x00001cb0,0x00000000
W,0x00000094,0x00000026
W,0x00000ea4,0x00000000
W,0x00001cb4,0x00000000
W,0x00000098,0x00000027
W,0x00000ea8,0x00000000
W,0x00001cb8,0x00000000
W,0x0000009c,0x00000028
W,0x00000eac,0x00000000
W,0x00001cbc,0x00000000
W,0x000000a0,0x00000029
W,0x00000eb0,0x00000000
W,0x00001cc0,0x00000000
W,0x000000a4,0x0000002a
W,0x00000eb4,0x00000000
W,0x00001cc4,0x00000000
W,0x000000a8,0x0000002b
W,0x00000eb8,0x00000000
W,0x00001cc8,0x00000000
W,0x000000ac,0x0000002c
W,0x00000ebc,0x00000000
W,0x00001ccc,0x00000000
W,0x000000b0,0x0000002d
W,0x00000ec0,0x00000000
W,0x00001cd0,0x00000000
W,0x000000b4,0x0000002e
W,0x00000ec4,0x00000000
W,0x00001cd4,0x00000000
W,0x000000b8,0x0000002f
W,0x00000ec8,0x00000000
W,0x00001cd8,0x00000000
W,0x000000bc,0x00000030
W,0x00000ecc,0x00000000
W,0x00001cdc,0x00000000
W,0x000000c0,0x00000031
W,0x00000ed0,0x00000000
W,0x00001ce0,0x00000000
W,0x000000c4,0x00000032
W,0x00000ed4,0x00000000
W,0x00001ce4,0x00000000
W,0x000000c8,0x00000033
W,0x00000ed8,0x00000000
W,0x00001ce8,0x00000000
W,0x000000cc,0x00000034
W,0x00000edc,0x00000000
W,0x00001cec,0x00000000
W,0x000000d0,0x00000035
W,0x00000ee0,0x00000000
W,0x00001cf0,0x00000000
W,0x000000d4,0x00000036
W,0x00000ee4,0x00000000
W,0x00001cf4,0x00000000
W,0x000000d8,0x00000037
W,0x00000ee8,0x00000000
W,0x00001cf8,0x00000000
W,0x000000dc,0x00000038
W,0x00000eec,0x00000000
W,0x00001cfc,0x00000000
W,0x000000e0,0x00000039
W,0x00000ef0,0x00000000
W,0x00001d00,0x00000000
W,0x000000e4,0x0000003a
W,0x00000ef4,0x00000000
W,0x00001d04,0x00000000
W,0x000000e8,0x0000003b
W,0x00000ef8,0x00000000
W,0x00001d08,0x00000000
W,0x000000ec,0x0000003c
W,0x00000efc,0x00000000
W,0x00001d0c,0x00000000
W,0x000000f0,0x0000003d
W,0x00000f00,0x00000000
W,0x00001d10,0x00000000
W,0x000000f4,0x0000003e
W,0x00000f04,0x00000000
W,0x00001d14,0x00000000
W,0x000000f8,0x0000003f
W,0x00000f08,0x00000001
W,0x00001d18,0x00000000
W,0x000000fc,0x00000040
W,0x00000f0c,0x00000000
W,0x00001d1c,0x00000000
W,0x00000100,0x00000041
W,0x00000f10,0x00000000
W,0x00001d20,0x00000000
W,0x00000104,0x00000042
W,0x00000f14,0x00000000
W,0x00001d24,0x00000000
W,0x00000108,0x00000043
W,0x00000f18,0x00000000
W,0x00001d28,0x00000000
W,0x0000010c,0x00000044
W,0x00000f1c,0x00000000
W,0x00001d2c,0x00000000
W,0x00000110,0x00000045
W,0x00000f20,0x00000000
W,0x00001d30,0x00000000
W,0x00000114,0x00000046
W,0x00000f24,0x00000000
W,0x00001d34,0x00000000
W,0x00000118,0x00000047
